ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,ESTRATO,LLAVE_PANEL,CCDD,AREA,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,D341_T,D344,D347_T,D350,D351_T,I339_1,I342,I345_1,I348,INGTOT,INGTOTP,ingtrabw,RESIDENT,Informal_P,FAC300_ANUAL
2024,06,4386003,3,0057,1,3,20230343860033005711,18,1,1,1,1,2, ,2,34,1,1,12,12,1989,1, , , , , , , , , , , , , , , ,9211,113,3,5,3,2,1,2,12,0,0,0,0,0,0,12, ,36,2,36,2, ,2,2,2,80, , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,2,2,1, , , , , ,346, , , ,346,346,346,1,1,15.3793701156996
2024,06,4386003,3,0057,1,3,20230343860033005713,18,1,2,3,1,2, ,2,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,06,4386003,3,0057,1,3,20230343860033005714,18,1,3,3,1,2, ,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,06,4386003,3,0058,1,3,20230343860033005821,18,1,1,1,1,2, ,1,37,1,1,8,5,1987,1, , , , , , , , , , , , , , , ,9312,4290,3,5,1, ,4,200,11,11,11,11,11,11,11,77, ,77,1, ,2, ,2,1,4,1800,390, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,6,5, ,2,2,2,2,2,2,2,5,1,740, , , , ,1800, , , ,2540,2540,2540,1,2,16.1208332488198
2024,06,4386003,3,0058,1,3,20230343860033005822,18,1,2,2,1,2, ,2,36,2,2,24,9,1987,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,1,2,13,5,1,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,5,4, ,2,2,2,2,2,2,1,1,2, , , , , , , , , , , , ,1, ,15.3793701156996
2024,06,4386003,3,0058,1,3,20230343860033005823,18,1,3,3,1,2, ,2,17,3,3,26,4,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,4, , , , , , , , , , , , ,1, ,14.0658884772894
2024,06,4386003,3,0058,1,3,20230343860033005824,18,1,4,3,1,2, ,1,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,06,4386003,3,0058,1,3,20230343860033005811,18,1,5,7,2, ,2,1,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , 
2024,06,43861,6,0022,1,3,202403438616002211,18,1,1,1,1,2, ,1,71,1,1,5,9,1952,1, , , , , , , , , , , , , , , ,9622,4100,3,5,1, ,1,15,14,14,14,14,14,14,14,98, ,98,1, ,1,1,1,1,2,440, , , , , , , , , , , , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,5,3, ,2,2,2,2,2,2,2,7,1, , , , , ,1905, , , ,1905,1905,1905,1,1,10.3963721978668
2024,06,43861,6,0027,1,3,202403438616002711,18,1,1,1,1,2, ,1,83,1,1,21,2,1941,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,1,2,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,3,2, ,2,2,2,2,2,2,1,1,4, , , , , , , , , , , , ,1, ,12.7572879720499
2024,06,43861,6,0032,1,3,202406438616003211,18,1,1,1,1,2, ,2,92,1,1,15,8,1931,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,6,5, ,1,1,2,1,2,2,10,7,4, , , , , , , , , , , , ,1, ,8.341224730455
2024,06,43861,6,0033,1,3,202406438616003311,18,1,1,1,1,2, ,2,65,1,1,27,12,1958,1, , , , , , , , , , , , , , , ,2251,8620,2, ,2,2,1,1,0,5,5,5,4,4,0,23, ,23,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,2,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , , , , , ,2328, , ,2328,2328,2328,1,2,7.13949881414622
2024,06,43861,6,0033,1,3,202406438616003312,18,1,2,3,1,2, ,2,22,2,2,27,7,2001,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,1,1,13,3,3,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,5, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1, ,11.6908153298174
2024,06,43861,6,0033,1,3,202406438616003313,18,1,3,5,1,2, ,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,06,43863,8,0011,1,3,202403438638001111,18,1,1,1,1,2, ,1,69,1,1,1,5,1955,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,2,2,3, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, ,5.772357822614
2024,06,43863,8,0011,1,3,202403438638001112,18,1,2,2,1,2, ,2,62,2,2,12,2,1962,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,2,2,11, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,2,4, , , , , , , , , , , , ,1, ,5.69188492590365
2024,06,43863,8,0011,1,3,202403438638001113,18,1,3,98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, , 
2024,06,43863,8,0012,1,3,202403438638001211,18,1,1,1,1,2, ,1,44,1,1,13,10,1979,1, , , , , , , , , , , , , , , ,3314,7729,1, ,2,1,1,7,8,5,8,8,8,12,10,59, ,59,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,1, , , , , , ,7000, , ,7000,7000,7000,1,2,8.05131139754253
2024,06,43863,8,0012,1,3,202403438638001212,18,1,2,2,1,2, ,2,47,2,2,14,8,1976,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,9629,7729,4, ,2,1,1,8,6,5,5,5,0,6,8,35, ,35,1, ,2, ,2, , , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , , , , , , , , ,0,0,0,1,1,5.69188492590365
2024,06,43863,8,0012,1,3,202403438638001214,18,1,3,3,1,2, ,2,19,3,3,28,3,2005,1, , , , , , , , , , , , , , , ,3152,8530,8,2, , ,5,9998,0,4,4,4,4,4,0,20, ,20,1, ,2, ,2,2,5, , , , , , , , ,2,4,2,2,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,1,1, , , , , , , , , ,0,0,0,1,1,7.97757855682197
2024,06,43863,8,0012,1,3,202403438638001213,18,1,4,3,1,2, ,2,25,4,4,29,1,1999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, ,6.810136005393
2024,06,43863,8,0012,1,3,202403438638001215,18,1,5,4,1,2, ,1,28,5,5,1,4,1996,1, , , , , , , , , , , , , , , ,4211,8411,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,1,1,1,2,4,2800, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,12,1, ,2,2,2,2,2,2,10,1,1, , , , , ,2800, , , ,2800,2800,2800,1,1,9.4480573994368
2024,06,43863,8,0014,1,3,202403438638001412,18,1,1,1,1,2, ,2,39,1,1,12,6,1984,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, ,6.810136005393
2024,06,43863,8,0014,1,3,202403438638001411,18,1,2,2,1,2, ,1,40,2,1,16,9,1983,1, , , , , , , , , , , , , , , ,3114,3510,3,5,1, ,2,30,0,11,11,11,11,11,0,55, ,55,1, ,1,1,1,1,4,3700, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , , , ,916,3700, , , ,3700,3700,4616,1,2,9.4480573994368
2024,06,43863,8,0014,1,3,202403438638001413,18,1,3,3,1,2, ,2,14,3,3,19,12,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, ,7.0249996675608
2024,06,43863,8,0014,1,3,202403438638001414,18,1,4,3,1,2, ,2,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,06,43863,8,0015,1,3,202403438638001511,18,1,1,1,1,2, ,1,46,1,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,06,43863,8,0015,1,3,202403438638001512,18,1,2,2,1,2, ,2,48,2,2,17,7,1975,1, , , , , , , , , , , , , , , ,3314,9000,3,5,2,2,1,6,8,8,0,0,0,0,0,16, ,16,1, ,2, ,2,2,4,2500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,6,5, ,2,2,2,2,2,2,10,2,1, , , , , ,2500, , , ,2500,2500,2500,1,2,5.69188492590365
2024,06,43863,8,0105,1,3,202403438638010511,18,1,1,1,1,2, ,2,23,1,1,31,7,2000,1, , , , , , , , , , , , , , , ,3314,1104,3,5,2,1,1,3,0,8,8,8,8,8,8,48,8,56,1, ,2, ,2,2,4,2000, , , , , ,200,50, , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , , ,50, ,2000, , ,200,2250,2000,2250,1,2, 
2024,06,43863,8,0105,1,3,202403438638010512,18,1,2,3,1,2, ,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,06,43863,8,0105,1,3,202403438638010513,18,1,3,6,1,2, ,1,55,3,3,23,4,1969,1, , , , , , , , , , , , , , , ,8331,1104,3,5,2,1,1,5,0,0,0,6,6,6,0,18, ,18,1, ,1,1,1,2,2,150, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,9,1, , , , , ,650, , , ,650,650,650,1,1, 
2024,06,43863,8,0105,1,3,202403438638010514,18,1,4,6,1,2, ,2,58,4,4,23,11,1965,1, , , , , , , , , , , , , , , ,5322,9609,2, ,3,2,1,2,0,10,10,10,10,8,8,56, ,56,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , , , , , ,380, , ,380,380,380,1,1, 
2024,06,43863,8,0105,1,3,202403438638010515,18,1,5,7,1,2, ,2,19,5,5,29,9,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,7, , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1, , 
2024,06,43863,8,0131,1,3,202403438638013111,18,1,1,1,1,2, ,1,95,1,1,22,9,1928,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,3, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, , 
2024,06,43863,8,0131,1,3,202406438638013112,18,1,2,3,1,2, ,2,69,2,2,24,2,1955,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,2,2,3, , ,1,1,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, , 
2024,06,43863,8,0131,1,3,202403438638013112,18,1,3,98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, , 
2024,06,43877,6,0056,1,3,202406438776005611,18,1,1,1,1,2, ,1,58,1,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,06,43877,6,0056,1,3,202406438776005612,18,1,2,3,1,2, ,1,36,2,2,23,11,1987,1, , , , , , , , , , , , , , , ,2611,8411,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,3400, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,6, ,2,2,2,2,2,2,10,7,1, , , , ,50,3400, , , ,3400,3400,3450,1,2,14.8823959048391
2024,06,43877,6,0056,1,3,202406438776005613,18,1,3,3,1,2, ,1,26,3,3,16,7,1997,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,1,1,13,5,3,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1, ,14.8823959048391
2024,06,43877,6,0056,1,3,202406438776005614,18,1,4,3,1,2, ,1,22,4,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,06,43877,6,0059,1,3,202406438776005911,18,1,1,1,1,2, ,2,38,1,1,24,1,1986,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,1,1,13,3,1,1,4,2, ,2, ,2, ,1,4,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1, ,10.7271935291269
2024,06,43877,6,0059,1,3,202406438776005912,18,1,2,3,1,2, ,1,15,2,2,18,4,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,4,2, ,2, ,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, ,12.3508825583281
2024,06,43877,6,0059,1,3,202406438776005913,18,1,3,3,1,2, ,2,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,06,43877,6,0063,1,3,202406438776006311,18,1,1,1,1,2, ,1,51,1,1,15,4,1973,1, , , , , , , , , , , , , , , ,3124,8530,3,2, , ,5,9998,0,8,8,8,9,9,6,48, ,48,1, ,2, ,2,2,4,2800, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , , , , ,2800, , , ,2800,2800,2800,1,2,9.09250555840795
2024,06,43877,6,0063,1,3,202406438776006312,18,1,2,2,1,2, ,2,46,2,2,26,11,1977,1, , , , , , , , , , , , , , , ,2359,8549,2, ,3,2,1,1,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,5,1, , , , , , ,2000, , ,2000,2000,2000,1,1,7.67404506792025
2024,06,43877,6,0063,1,3,202406438776006313,18,1,3,3,1,2, ,1,16,3,3,8,4,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, ,12.3508825583281
2024,06,43877,6,0063,1,3,202406438776006314,18,1,4,3,1,2, ,1,14,4,4,3,8,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, ,12.3508825583281
2024,06,43877,6,0130,1,3,202406438776013011,18,1,1,1,1,2, ,2,66,1,1,9,4,1958,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,10,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, ,7.67404506792025
2024,06,43882,6,0005,1,3,202306438826000511,18,1,1,1,1,2, ,1,51,1,1,28,7,1972,1, , , , , , , , , , , , , , , ,9411,5610,2, ,3,2,1,1,0,14,0,14,14,0,14,56, ,80,2,80,1,1,1,2, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,2,1, ,20, , , , ,1112, , ,1132,1132,1132,1,1,9.45493602700945
2024,06,43882,6,0005,1,3,202306438826000512,18,1,2,3,1,2, ,1,18,2,2,24,7,2005,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, ,10.450044698642
2024,06,43882,6,0007,1,3,202306438826000711,18,1,1,1,1,2, ,2,35,1,1,23,10,1988,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,1,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,2,4, , , , , , , , , , , , ,1, ,9.0762462796451
2024,06,43882,6,0007,1,3,202306438826000712,18,1,2,2,1,2, ,1,42,2,2,5,1,1982,1, , , , , , , , , , , , , , , ,8331,4922,2, ,3,2,1,1,14,14,14,14,14,14,14,98, ,98,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,2,2,1, , , , , , ,2669, , ,2669,2669,2669,1,1,10.7304296214261
2024,06,43882,6,0007,1,3,202306438826000714,18,1,3,3,1,2, ,1,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,06,43882,6,0007,1,3,202306438826000713,18,1,4,98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, , 
2024,06,43882,6,0008,1,3,202306438826000811,18,1,1,1,1,1, ,1,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , 
2024,06,43882,6,0008,1,3,202306438826000812,18,1,2,2,1,2, ,2,46,2,2,24,11,1977,1, , , , , , , , , , , , , , , ,4120,6010,3,5,1, ,2,21,0,8,8,8,8,8,5,45, ,45,1, ,2, ,2,2,4,1025, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , , , ,17,1025, , , ,1025,1025,1042,1,2,6.49298652144383
2024,06,43882,6,0008,1,3,202306438826000813,18,1,3,3,1,2, ,2,20,3,3,22,12,2003,1, , , , , , , , , , , , , , , ,4417,8411,7,2, , ,5,9998,0,5,5,5,5,5,0,25, ,25,1, ,1,2,2,2,4,700, , , , , , , , , , , , , , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,2, ,2,2,2,2,2,2,10,7,1, , , , , ,700, , , ,700,700,700,1,1,10.6321617717462
2024,06,43882,6,0008,1,3,202306438826000814,18,1,4,3,1,2, ,1,15,4,4,20,11,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,6, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,1,4, , , , , , , , , , , , ,1, ,10.450044698642
2024,06,43882,6,0009,1,3,202306438826000911,18,1,1,1,1,2, ,2,50,1,1,17,10,1973,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,2,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3, ,5,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, ,8.10449959473022
2024,06,43882,6,0009,1,3,202306438826000912,18,1,2,3,1,2, ,1,30,2,2,21,10,1993,1, , , , , , , , , , , , , , , ,9629,4663,3,5,1, ,2,50,0,5,5,5,5,5,0,25, ,25,1, ,2, ,2,2,4,450, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,1, , , , ,76,450, , , ,450,450,526,1,2,12.5919505504153
2024,06,43882,6,0009,1,3,202306438826000913,18,1,3,3,1,2, ,1,18,3,3,7,7,2005,1, , , , , , , , , , , , , , , ,5120,5610,3,5,2,1,1,6,0,5,5,5,5,5,5,30, ,30,1, ,2, ,2,2,4,750,25, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,108, , , , ,750, , , ,858,858,858,1,2,10.450044698642
