ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,ESTRATO,LLAVE_PANEL,CCDD,AREA,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,D341_T,D344,D347_T,D350,D351_T,I339_1,I342,I345_1,I348,INGTOT,INGTOTP,ingtrabw,RESIDENT,Informal_P,FAC300_ANUAL
2024,04,43898,10,0091,1,3,2024044389810009114,18,1,4,3,1,2, ,1,15,4,4,19,9,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,2,4, , , , , , , , , , , , ,1, ,6.69657760994138
2024,04,43898,10,0091,1,3,2024044389810009115,18,1,5,3,1,2, ,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,04,43898,10,0094,1,3,2024044389810009411,18,1,1,1,1,2, ,2,64,1,1,2,12,1959,1, , , , , , , , , , , , , , , ,9112,8411,3,2, , ,5,9998,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,1800, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,1,1,1, , , , ,50,1800, , , ,1800,1800,1850,1,2,4.86117612303535
2024,04,43898,10,0094,1,3,2024044389810009412,18,1,2,3,1,2, ,2,42,2,2,10,8,1981,1, , , , , , , , , , , , , , , ,3221,8610,3,2, , ,5,9998,0,6,6,0,0,0,0,12, ,36,2,36,2, ,2,2,4,2800, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , , , ,50,2800, , , ,2800,2800,2850,1,2,5.81622274079688
2024,04,43898,10,0094,1,3,2024044389810009413,18,1,3,5,1,2, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,04,43898,10,0095,1,3,2024044389810009511,18,1,1,1,1,2, ,1,36,1,1,1,5,1987,1, , , , , , , , , , , , , , , ,8332,4100,3,5,1, ,2,30,0,8,8,8,8,8,5,45, ,45,1, ,2, ,2,2,4,2400, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,9,3, ,2,2,2,2,2,2,10,1,1, , , , ,99,2400, , , ,2400,2400,2499,1,2,8.06914961161445
2024,04,43898,10,0095,1,3,2024044389810009512,18,1,2,2,1,2, ,2,38,2,2,14,6,1985,1, , , , , , , , , , , , , , , ,5243,4791,2, ,3,2,1,1,2,2,2,2,2,2,2,14, ,14,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, ,50, , , , ,85, , ,135,135,135,1,1,6.55998629052775
2024,04,43898,10,0095,1,3,2024044389810009513,18,1,3,3,1,2, ,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,04,43898,10,0095,1,3,2024044389810009514,18,1,4,3,1,2, ,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,04,43903,5,0081,1,3,202301439035008111,18,1,1,1,1,2, ,1,42,1,1,20,9,1981,1, , , , , , , , , , , , , , , ,3115,729,3,5,1, ,5,9998,0,11,11,11,11,11,11,66, ,66,1, ,2, ,2,2,4,2500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , , , ,416,2500, , , ,2500,2500,2916,1,2,19.8745920037435
2024,04,43903,5,0082,1,3,202301439035008211,18,1,1,1,1,2, ,2,58,1,1,25,7,1965,1, , , , , , , , , , , , , , , ,2342,8510,3,2, , ,5,9998,0,6,6,6,6,6,0,30, ,30,1, ,2, ,2,2,4,2200, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,11,5, ,2,2,2,2,2,2,10,9,1, , , , ,50,2200, , , ,2200,2200,2250,1,2,10.2482500612461
2024,04,43903,5,0083,1,3,202301439035008311,18,1,1,1,1,2, ,1,56,1,1,7,3,1968,1, , , , , , , , , , , , , , , ,2330,8521,3,2, , ,5,9998,0,7,7,7,7,7,0,35,25,60,1, ,2, ,2,2,4,3000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,5, ,2,2,2,2,2,2,2,2,1, , , ,32,83,3000, , ,533,3565,3000,3648,1,2,12.1425232483144
2024,04,43903,5,0083,1,3,202301439035008312,18,1,2,2,1,2, ,2,58,2,2,9,4,1966,1, , , , , , , , , , , , , , , ,2330,8521,3,2, , ,5,9998,0,6,7,6,6,6,0,31,22,53,1, ,2, ,2,2,4,2200, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,5, ,2,2,2,2,2,2,2,7,1, , , , ,83,2200, , , ,2200,2200,2283,1,2,10.2482500612461
2024,04,43903,5,0083,1,3,202301439035008313,18,1,3,3,1,2, ,2,29,3,3,11,7,1994,1, , , , , , , , , , , , , , , ,3112,8411,3,2, , ,5,9998,0,8,8,8,8,9,4,45, ,45,1, ,1,1,1,1,4,4000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,12,2, ,2,2,2,2,2,2,10,2,1, , , , , ,4000, , , ,4000,4000,4000,1,2,14.3255559185381
2024,04,43905,5,0106,1,3,202304439055010611,18,1,1,1,1,2, ,1,49,1,1,14,1,1975,2,1, , , , , , , , , , , , , , ,8342,729,3,5,1, ,5,700,0,0,0,0,0,0,0,0, ,84,2,84,2, ,2,2,4,4000,50, , , , , , , , , , , , , ,1,2,2, ,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,50, , , ,584,4000, , , ,4050,4050,4634,1,1,9.41377674831602
2024,04,43905,5,0107,1,3,202304439055010711,18,1,1,1,1,2, ,1,58,1,1,11,11,1965,1, , , , , , , , , , , , , , , ,5212,4711,2, ,3,2,1,3,0,6,6,6,0,0,11,29,9,60,2,60,1,2,2,1, , , , , , , ,350, , , , , , , , ,1,1,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, ,300, , , , ,449, ,350,1099,749,1099,1,1,9.41377674831602
2024,04,43905,5,0107,1,3,202307439055010712,18,1,2,2,1,2, ,2,41,2,2,16,4,1983,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,5212,4711,4, ,3,2,1,3,4,4,4,4,4,4,4,28, ,28,1, ,1,1,1, , , , , , , , , , , , , , , , , ,1,1,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,7,1, , , , , , , , , ,0,0,0,1,1,10.1923299248989
2024,04,43905,5,0107,1,3,202304439055010712,18,1,3,3,1,2, ,1,18,3,3,27,5,2005,1, , , , , , , , , , , , , , , ,5212,4711,3,5,3,2,1,2,9,9,9,9,9,9,9,63, ,63,1, ,2, ,2,2,1,20, , , , , , , , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , , , , ,600, , , ,600,600,600,1,1,10.4045535074925
2024,04,43905,5,0107,1,3,202304439055010713,18,1,4,3,1,2, ,1,14,4,4,28,12,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, ,10.4045535074925
2024,04,43905,5,0107,1,3,202304439055010714,18,1,5,3,1,2, ,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,04,43905,5,0116,1,3,202307439055011612,18,1,1,1,1,2, ,1,52,1,1,12,4,1972,1, , , , , , , , , , , , , , , ,3314,1392,2, ,1, ,1,3,12,11,12,12,12,12,11,82, ,82,1, ,2, ,2,2, , , ,1700, , , , , , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,2,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,1,1,1, , , , , , ,1700, , ,1700,1700,1700,1,2,7.65965186316495
2024,04,43905,5,0116,1,3,202404439055011612,18,1,2,2,1,2, ,2,52,2,2,8,12,1971,1, , , , , , , , , , , , , , , ,7355,1392,4, ,1, ,1,3,12,11,12,12,11,12,12,82, ,82,1, ,2, ,2, , , , , , , , , , , , , , , , , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,1,1, , , , , , , , , ,0,0,0,1,1,7.55286805104455
2024,04,43905,5,0116,1,3,202304439055011614,18,1,3,3,1,1, ,1,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , 
2024,04,43905,5,0116,1,3,202304439055011613,18,1,4,3,1,1, ,1,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , 
2024,04,43905,7,0091,1,3,202404439057009111,18,1,1,1,1,2, ,2,42,1,1,12,12,1981,1, , , , , , , , , , , , , , , ,9412,5610,3,5,2,2,1,3,0,10,10,9,9,10,10,58, ,58,1, ,2, ,2,2,2,480,60, , , , , , , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,2,2,1,260, , , , ,2078, , , ,2338,2338,2338,1,1,10.1923299248989
2024,04,43905,7,0095,1,3,202404439057009511,18,1,1,1,1,2, ,1,30,1,1,25,3,1994,1, , , , , , , , , , , , , , , ,7421,9512,3,5,2,1,1,4,0,12,11,10,10,12,12,67, ,67,1, ,2, ,2,2,2,480,60, , , , , , , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,260, , , ,42,2078, , , ,2338,2338,2380,1,1,10.6837178571131
2024,04,43905,7,0095,1,3,202404439057009512,18,1,2,2,1,2, ,2,27,2,2,11,8,1996,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,1,1,13,6,3,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1, ,10.1923299248989
2024,04,43905,7,0095,1,3,202404439057009513,18,1,3,3,1,2, ,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,04,43905,7,0096,1,3,202404439057009611,18,1,1,1,1,2, ,2,38,1,1,18,7,1985,1, , , , , , , , , , , , , , , ,5212,4711,2, ,2,2,1,1,8,10,8,8,10,8,10,62, ,62,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,1,1,1, ,173, , , , ,1598, , ,1771,1771,1771,1,2,9.0367355152098
2024,04,43907,7,0044,1,3,202304439077004411,18,1,1,1,1,2, ,1,31,1,1,27,1,1993,1, , , , , , , , , , , , , , , ,9621,4773,3,5,1, ,1,4,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,1200, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,7,1, , , , , ,1200, , , ,1200,1200,1200,1,1,7.0497128466528
2024,04,43907,7,0044,1,3,202304439077004412,18,1,2,2,1,2, ,2,24,2,2,9,6,1999,1, , , , , , , , , , , , , , , ,5131,5610,3,5,2,2,1,5,9,0,9,9,9,9,9,54, ,54,1, ,2, ,2,1,4,1200, , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,1, , , , , ,1200, , , ,1200,1200,1200,1,1,6.1510762606016
2024,04,43907,7,0044,1,3,202304439077004415,18,1,3,3,1,2, ,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,04,43907,7,0045,1,3,202304439077004511,18,1,1,1,1,2, ,2,43,1,1,4,9,1980,1, , , , , , , , , , , , , , , ,2342,8510,3,2, , ,5,9998,0,6,6,6,6,6,0,30, ,30,1, ,2, ,2,2,4,3000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,9,5, ,2,2,2,2,2,2,10,2,1, , , , ,75,3000, , , ,3000,3000,3075,1,2,5.96294204933195
2024,04,43907,7,0101,1,3,202304439077010111,18,1,1,1,1,2, ,1,50,1,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,04,43907,7,0101,1,3,202304439077010112,18,1,2,3,1,2, ,2,24,2,2,28,6,1999,1, , , , , , , , , , , , , , , ,4417,8411,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,2500, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,6, ,2,2,2,2,2,2,10,1,1, , , , , ,2500, , , ,2500,2500,2500,1,1,6.98515251246843
2024,04,43907,7,0101,1,3,202304439077010113,18,1,3,3,1,2, ,1,22,3,3,16,5,2001,1, , , , , , , , , , , , , , , ,4417,8411,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,2300, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,1,1, , , , , ,2300, , , ,2300,2300,2300,1,1,7.5311028851149
2024,04,43907,7,0101,1,3,202304439077010114,18,1,4,3,1,2, ,2,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,04,4391301,7,0041,1,3,20230443913017004111,18,1,1,1,1,2, ,2,43,1,1,16,3,1981,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,9,3, ,2,2,2,2,2,2,10,2,4, , , , , , , , , , , , ,1, ,5.0849705433458
2024,04,4391301,7,0041,1,3,20240443913017004112,18,1,2,3,1,2, ,1,25,2,2,23,3,1999,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2, ,3422,8541,2, ,3,2,1,1,0,2,0,2,0,2,0,6, ,6,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,1, , , , , , ,220, , ,220,220,220,1,1,7.05464524202317
2024,04,4391301,7,0041,1,3,20230443913017004112,18,1,3,3,1,2, ,1,14,3,3,25,7,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, ,5.8546416472206
2024,04,4391301,7,0041,1,3,20230443913017004113,18,1,4,3,1,2, ,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,04,4391301,7,0041,1,3,20230743913017004114,18,1,5,98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, , 
2024,04,4391301,7,0042,1,3,20230443913017004211,18,1,1,1,1,2, ,2,38,1,1,3,6,1985,1, , , , , , , , , , , , , , , ,9412,5610,3,5,1, ,1,5,0,9,9,5,10,5,10,48, ,48,1, ,2, ,2,2,2,500,180, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,1,779, , , , ,2165, , , ,2944,2944,2944,1,1,5.73522344976693
2024,04,4391301,7,0042,1,3,20230443913017004212,18,1,2,3,1,2, ,2,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,04,4391301,7,0042,1,3,20230443913017004213,18,1,3,3,1,2, ,2,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,04,4391301,7,0042,1,3,20230443913017004214,18,1,4,3,1,2, ,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,04,4391301,7,0043,1,3,20230443913017004311,18,1,1,1,1,2, ,1,39,1,1,12,1,1985,1, , , , , , , , , , , , , , , ,7123,4100,3,5,1, ,4,200,0,11,11,11,11,11,6,61, ,61,1, ,2, ,2,1,2,600, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,1, , , , , ,2598, , , ,2598,2598,2598,1,1,7.05464524202317
2024,04,4391301,7,0043,1,3,20230443913017004312,18,1,2,2,1,2, ,2,35,2,2,12,4,1989,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4, ,6,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, ,8.02594455456322
2024,04,4391301,7,0043,1,3,20230443913017004313,18,1,3,3,1,2, ,2,16,3,2,27,2,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,7, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,1,2,1,1,10,7,4, , , , , , , , , , , , ,1, ,5.24540425452182
2024,04,4391301,7,0043,1,3,20230443913017004314,18,1,4,3,1,2, ,1,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,04,4391301,7,0043,1,3,20230443913017004315,18,1,5,3,1,2, ,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,04,4391301,7,0043,1,3,20230443913017004316,18,1,6,3,1,2, ,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,04,43916,8,0036,1,3,202404439168003611,18,1,1,1,1,2, ,2,43,1,1,21,3,1981,1, , , , , , , , , , , , , , , ,9521,4781,2, ,3,2,1,1,0,0,0,0,0,6,8,14, ,14,1, ,1,2,2,1, , , , , , , , , , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4, ,6,2,2,2,2,2,2,2,2,1, ,173, , , , ,1572, , ,1745,1745,1745,1,1,10.4670620230722
2024,04,43916,8,0036,1,3,202404439168003612,18,1,2,2,1,2, ,1,45,2,2,25,8,1978,1, , , , , , , , , , , , , , , ,9211,121,3,5,3,2,3,80,0,8,8,8,0,0,0,24, ,40,2,40,1,1,1,1,2,240,15, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,2,2,1,450, , , , ,1039, , , ,1489,1489,1489,1,1,6.90827165151435
2024,04,43916,8,0036,1,3,202404439168003613,18,1,3,3,1,2, ,2,22,3,3,5,8,2001,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,1,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, ,7.76841446121353
2024,04,43916,8,0036,1,3,202404439168003614,18,1,4,3,1,2, ,2,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , 
2024,04,43916,8,0037,1,3,202404439168003711,18,1,1,1,1,2, ,2,45,1,1,13,5,1978,1, , , , , , , , , , , , , , , ,9411,5610,2, ,3,2,1,1,0,13,13,13,13,13,13,78, ,78,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,10,2,1, ,450, , , , ,2498, , ,2948,2948,2948,1,1,5.5426494211256
2024,04,43916,8,0037,1,3,202404439168003712,18,1,2,3,1,2, ,2,21,2,2,24,2,2003,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,2, ,2,2,2,2,2,2,10,2,4, , , , , , , , , , , , ,1, ,7.76841446121353
2024,04,43916,8,0038,1,3,202404439168003811,18,1,1,1,1,2, ,2,28,1,1,24,9,1995,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,1,1,12, ,4,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1, ,6.63158108068837
2024,04,43916,8,0038,1,3,202404439168003812,18,1,2,6,1,2, ,2,49,2,2,9,6,1974,1, , , , , , , , , , , , , , , ,9312,8411,3,2, , ,5,9998,0,9,9,9,9,9,5,50, ,50,1, ,2, ,2,2,4,1500, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,4, ,6,1,2,2,2,2,2,10,7,1, , , , , ,1500, , , ,1500,1500,1500,1,1,5.92157203814453
2024,04,43916,8,0039,1,3,202404439168003911,18,1,1,1,1,2, ,1,37,1,1,15,5,1986,1, , , , , , , , , , , , , , , ,9621,4773,3,5,2,2,1,3,0,5,6,5,6,6,6,34,4,38,1, ,1,1,1,1,2,350,10, , , , ,350, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,1,1,300, , , , ,1516, , ,350,2166,1816,2166,1,1,9.20033882579517
